Date,"Stephen Curry","NBA Finals"
2024-06-26,7590,1449
2024-06-27,9917,1677
2024-06-28,9411,1633
2024-06-29,8015,1851
2024-06-30,9697,1377
2024-07-01,13835,1312
2024-07-02,16410,1238
2024-07-03,13173,1051
2024-07-04,8829,877
2024-07-05,8071,787
2024-07-06,11797,938
2024-07-07,12549,879
2024-07-08,18534,932
2024-07-09,12426,1006
2024-07-10,9988,1039
2024-07-11,15834,1076
2024-07-12,11085,899
2024-07-13,10513,1015
2024-07-14,8388,1119
2024-07-15,7251,1111
2024-07-16,7407,1073
2024-07-17,8619,1169
2024-07-18,9518,1126
2024-07-19,7594,1072
2024-07-20,9210,943
2024-07-21,8001,835
2024-07-22,8386,964
2024-07-23,8181,955
2024-07-24,8014,814
2024-07-25,9752,822
2024-07-26,18480,886
2024-07-27,32690,882
2024-07-28,44060,1115
2024-07-29,17230,853
2024-07-30,11853,786
2024-07-31,16203,861
2024-08-01,14105,678
2024-08-02,10671,641
2024-08-03,14490,1384
2024-08-04,8958,852
2024-08-05,8422,955
2024-08-06,13600,1001
2024-08-07,10882,790
2024-08-08,63142,1105
2024-08-09,56299,1084
2024-08-10,307813,1708
2024-08-11,246536,1723
2024-08-12,98584,1375
2024-08-13,56020,1227
2024-08-14,37268,1192
2024-08-15,26464,941
2024-08-16,22173,885
2024-08-17,18916,816
2024-08-18,17348,839
2024-08-19,15075,860
2024-08-20,15919,989
2024-08-21,13251,923
2024-08-22,13786,779
2024-08-23,15918,764
2024-08-24,10684,792
2024-08-25,10193,803
2024-08-26,10007,785
2024-08-27,9411,808
2024-08-28,8524,735
2024-08-29,14973,734
2024-08-30,14996,734
2024-08-31,9995,611
2024-09-01,8782,711
2024-09-02,9218,653
2024-09-03,13912,622
2024-09-04,8262,646
2024-09-05,8461,776
2024-09-06,15101,677
2024-09-07,12406,610
2024-09-08,9568,616
2024-09-09,8497,616
2024-09-10,10137,600
2024-09-11,8503,562
2024-09-12,8901,670
2024-09-13,12081,599
2024-09-14,10293,592
2024-09-15,7706,607
2024-09-16,6990,581
2024-09-17,7529,597
2024-09-18,6198,595
2024-09-19,5884,623
2024-09-20,5416,578
2024-09-21,6523,501
2024-09-22,6413,529
2024-09-23,6728,529
2024-09-24,5431,600
2024-09-25,5406,621
2024-09-26,5641,670
2024-09-27,5572,614
2024-09-28,6250,699
2024-09-29,5832,584
2024-09-30,5605,755
2024-10-01,6489,644
2024-10-02,5960,639
2024-10-03,5540,604
2024-10-04,5365,692
2024-10-05,5189,622
2024-10-06,5573,575
2024-10-07,5931,690
2024-10-08,5496,667
2024-10-09,5455,913
2024-10-10,6124,971
2024-10-11,6070,1041
2024-10-12,6731,973
2024-10-13,6214,1000
2024-10-14,6207,995
2024-10-15,6590,1008
2024-10-16,6988,943
2024-10-17,6193,961
2024-10-18,6131,1031
2024-10-19,7577,896
2024-10-20,6455,938
2024-10-21,6392,1333
2024-10-22,15029,1549
2024-10-23,10223,2166
2024-10-24,11402,1510
2024-10-25,9587,1548
2024-10-26,9576,1420
2024-10-27,9562,1334
2024-10-28,9870,1144
2024-10-29,7318,1225
2024-10-30,8576,1306
2024-10-31,8240,1397
